text,text_with_ruby,author,source,mora_count,is_575,season,confidence,has_moon,has_autumn
おもひ川渡れば又も花の雨,おもひ川渡れば又も花の雨,高浜虚子,五百句,17,True,,0.8,False,False
川船のぎいとまがるやよし雀,川船のぎいとまがるやよし雀《すずめ》,高浜虚子,五百句,17,True,,0.8,False,False
姉妹や麦藁籠にゆすらうめ,姉妹《おととい》や麦藁籠《むぎわらかご》にゆすらうめ,高浜虚子,五百句,17,True,,0.8,False,False
ふるさとの月の港をよぎるのみ,ふるさとの月の港をよぎるのみ,高浜虚子,五百句,16,False,秋,0.7,True,True
はなやぎて月の面にかかる雲,はなやぎて月の面《おもて》にかかる雲,高浜虚子,五百句,17,True,秋,0.9,True,True
われが来し南の国のザボンかな,われが来《き》し南の国のザボンかな,高浜虚子,五百句,16,False,,0.7,False,False
七盛の墓包み降る椎の露,七盛《ななもり》の墓包み降《ふ》る椎《しい》の露,高浜虚子,五百句,17,True,秋,0.9,False,True
手をかざし祇園詣や秋日和,手をかざし祇園詣《ぎおんもうで》や秋日和《あきびより》,高浜虚子,五百句,18,False,秋,0.7,False,True
枝豆を喰へば雨月の情あり,枝豆を喰《く》へば雨月《うげつ》の情《なさけ》あり,高浜虚子,五百句,17,True,秋,0.9,True,True
旅笠に落ちつづきたる木の実かな,旅笠に落ちつづきたる木《こ》の実《み》かな,高浜虚子,五百句,18,False,,0.7,False,False
御室田に法師姿の案山子かな,御室田《おむろだ》に法師姿の案山子《かがし》かな,高浜虚子,五百句,17,True,,0.9,False,False
ふみはづす蝗の顔の見ゆるかな,ふみはづす蝗《いなご》の顔の見ゆるかな,高浜虚子,五百句,18,False,,0.7,False,False
秋風に草の一葉のうちふるふ,秋風に草の一葉のうちふるふ,高浜虚子,五百句,18,False,秋,0.7,False,True
流れ行く大根の葉の早さかな,流れ行く大根の葉の早さかな,高浜虚子,五百句,19,False,,0.6,False,False
寒き風人持ち来る煖炉かな,寒き風人持ち来る煖炉《だんろ》かな,高浜虚子,五百句,18,False,冬,0.7999999999999999,False,False
ゆるやかに水鳥すすむ岸の松,ゆるやかに水鳥すすむ岸の松,高浜虚子,五百句,17,True,,0.8,False,False
虻落ちてもがけば丁字香るなり,虻《あぶ》落ちてもがけば丁字《ちょうじ》香るなり,高浜虚子,五百句,18,False,,0.7,False,False
後手に人渉る春の水,後手《うしろで》に人渉《かちわた》る春の水,高浜虚子,五百句,15,False,春,0.6,False,False
眼つむれば若き我あり春の宵,眼つむれば若き我あり春の宵,高浜虚子,五百句,18,False,春,0.7,False,False
止りたる蠅追ふことも只ねむし,止りたる蠅《はえ》追ふことも只《ただ》ねむし,高浜虚子,五百句,18,False,,0.7,False,False
短夜や露領に近き旅の宿,短夜《みじかよ》や露領《ろりょう》に近き旅の宿,高浜虚子,五百句,17,True,秋,0.9,False,True
病身をもてあつかひつ門涼み,病身をもてあつかひつ門涼《かどすず》み,高浜虚子,五百句,17,True,,0.8,False,False
石ころも露けきものの一つかな,石ころも露けきものの一つかな,高浜虚子,五百句,17,True,秋,1.0,False,True
藪の穂の動く秋風見てゐるか,藪《やぶ》の穂の動く秋風見てゐるか,高浜虚子,五百句,19,False,秋,0.7,False,True
子供等に双六まけて老の春,子供等に双六《すごろく》まけて老《おい》の春,高浜虚子,五百句,19,False,春,0.6,False,False
ほつかりと梢に日あり霜の朝,ほつかりと梢《こずえ》に日あり霜の朝,高浜虚子,五百句,18,False,冬,0.7,False,False
栞して山家集あり西行忌,栞《しおり》して山家集《さんかしゅう》あり西行忌《さいぎょうき》,高浜虚子,五百句,17,True,,0.8,False,False
春潮といへば必ず門司を思ふ,春潮《しゅんちょう》といへば必ず門司《もじ》を思ふ,高浜虚子,五百句,17,True,春,0.9,False,False
ふるひ居る小さき蜘蛛や立葵,ふるひ居《お》る小さき蜘蛛《くも》や立葵《たちあおい》,高浜虚子,五百句,17,True,,0.8,False,False
落書の顔の大きく梅雨の塀,落書《らくがき》の顔の大きく梅雨《つゆ》の塀《へい》,高浜虚子,五百句,17,True,春,0.9,False,False
這入りたる虻にふくるる花擬宝珠,這入《はい》りたる虻《あぶ》にふくるる花擬宝珠《はなぎぼし》,高浜虚子,五百句,17,True,,0.8,False,False
闇なれば衣まとふ間の裸かな,闇《やみ》なれば衣《きぬ》まとふ間の裸かな,高浜虚子,五百句,17,True,,0.9,False,False
もの言ひて露けき夜と覚えたり,もの言ひて露けき夜と覚えたり,高浜虚子,五百句,18,False,秋,0.7,False,True
秋山やをはじき笹を分け,秋山や《くぬぎ》をはじき笹《ささ》を分け,高浜虚子,五百句,18,False,秋,0.7,False,True
東より春は来ると植ゑし梅,東より春は来《きた》ると植ゑし梅,高浜虚子,五百句,17,True,春,0.9,False,False
菅の火は蘆の火よりもなほ弱し,菅《すげ》の火は蘆《あし》の火よりもなほ弱し,高浜虚子,五百句,19,False,,0.6,False,False
せはしげに叩く木魚や雪の寺,せはしげに叩《たた》く木魚《もくぎょ》や雪の寺,高浜虚子,五百句,17,True,冬,0.9,False,False
蕗の薹の舌を逃げゆくにがさかな,蕗《ふき》の薹《とう》の舌を逃げゆくにがさかな,高浜虚子,五百句,19,False,,0.6,False,False
紅梅の紅の通へる幹ならん,紅梅の紅の通へる幹ならん,高浜虚子,五百句,17,True,春,1.0,False,False
川波に山吹映り澄まんとす,川波に山吹映り澄まんとす,高浜虚子,五百句,18,False,,0.6,False,False
つくばひのよく濡れてをる端居かな,つくばひのよく濡《ぬ》れてをる端居《はしい》かな,高浜虚子,五百句,17,True,,0.9,False,False
草抜けばよるべなき蚊のさしにけり,草抜けばよるべなき蚊のさしにけり,高浜虚子,五百句,19,False,夏,0.7,False,False
火の山の裾に夏帽振る別れ,火の山の裾《すそ》に夏帽振る別れ,高浜虚子,五百句,19,False,夏,0.7,False,False
夕影は流るる藻にも濃かりけり,夕影は流るる藻《も》にも濃《こ》かりけり,高浜虚子,五百句,17,True,,0.9,False,False
大蛾来て動乱したる灯虫かな,大蛾《たいが》来て動乱したる灯虫《ひむし》かな,高浜虚子,五百句,18,False,秋,0.7999999999999999,False,True
われの星燃えてをるなり星月夜,われの星燃えてをるなり星月夜,高浜虚子,五百句,19,False,秋,0.6,True,True
秋風のだん／＼荒し蘆の原,秋風のだん／＼荒し蘆の原,高浜虚子,五百句,15,False,秋,0.6,False,True
仲秋や大陸に又遊ぶべく,仲秋や大陸に又遊ぶべく,高浜虚子,五百句,17,True,秋,0.9,False,True
初潮に沈みて深き四ツ手かな,初潮に沈みて深き四ツ手かな,高浜虚子,五百句,19,False,,0.6,False,False
秋風や生徒の中の島女,秋風や生徒の中の島女,高浜虚子,五百句,17,True,秋,0.9,False,True
浦安の子は裸なり蘆の花,浦安《うらやす》の子は裸なり蘆の花,高浜虚子,五百句,17,True,,0.8,False,False
たてかけてあたりものなき破魔矢かな,たてかけてあたりものなき破魔矢《はまや》かな,高浜虚子,五百句,17,True,,0.9,False,False
酒うすしせめては燗を熱うせよ,酒うすしせめては燗《かん》を熱うせよ,高浜虚子,五百句,17,True,,0.9,False,False
初鶏や動きそめたる山かづら,初鶏《はつとり》や動きそめたる山かづら,高浜虚子,五百句,17,True,,0.8,False,False
たら／＼と藤の落葉の続くなり,たら／＼と藤の落葉の続くなり,高浜虚子,五百句,16,False,,0.7,False,False
寺の傘茶店にありし時雨かな,寺の傘《かさ》茶店にありし時雨《しぐれ》かな,高浜虚子,五百句,18,False,,0.7,False,False
羽抜鳥身を細うしてかけりけり,羽抜鳥《はぬけどり》身を細うしてかけりけり,高浜虚子,五百句,18,False,,0.7,False,False
昭和六年十二月二日,昭和六年十二月二日,高浜虚子,五百句,18,False,秋,0.7,True,True
鷹の目の佇む人に向はざる,鷹《たか》の目の佇《たたず》む人に向はざる,高浜虚子,五百句,18,False,,0.6,False,False
水仙や表紙とれたる古言海,水仙や表紙とれたる古言海《げんかい》,高浜虚子,五百句,17,True,,0.8,False,False
草萌や大地総じてものものし,草萌《くさもえ》や大地総じてものものし,高浜虚子,五百句,18,False,,0.7,False,False
風の日の麦踏遂にをらずなりぬ,風の日の麦踏遂《つい》にをらずなりぬ,高浜虚子,五百句,15,False,,0.6,False,False
学僧に梅の月あり猫の恋,学僧に梅の月あり猫の恋,高浜虚子,五百句,17,True,春,0.9,True,False
花の雨降りこめられて謡かな,花の雨降りこめられて謡《うたい》かな,高浜虚子,五百句,18,False,,0.7,False,False
山寺の古文書も無く長閑なり,山寺の古文書《こもんじょ》も無く長閑《のどか》なり,高浜虚子,五百句,18,False,,0.7,False,False
結縁は疑もなき花盛り,結縁《けちえん》は疑《うたがい》もなき花盛り,高浜虚子,五百句,17,True,,0.8,False,False
春の浜大いなる輪が画いてある,春の浜大いなる輪が画《か》いてある,高浜虚子,五百句,18,False,春,0.7,False,False
自ら其頃となる釣荵,自《おのずか》ら其頃《そのころ》となる釣荵《つりしのぶ》,高浜虚子,五百句,17,True,,0.8,False,False
榛名湖のふちのあやめに床几かな,榛名湖《はるなこ》のふちのあやめに床几《しょうぎ》かな,高浜虚子,五百句,17,True,,0.9,False,False
落花のむ鯉はしやれもの髭長し,落花のむ鯉《こい》はしやれもの髭《ひげ》長し,高浜虚子,五百句,19,False,,0.6,False,False
くはれもす八雲旧居の秋の蚊に,くはれもす八雲《やくも》旧居の秋の蚊に,高浜虚子,五百句,19,False,夏,0.6,False,False
秋風の急に寒しや分の茶屋,秋風の急に寒しや分《わけ》の茶屋,高浜虚子,五百句,19,False,秋,0.6,False,True
遅月の上りて暇申しけり,遅月《おそづき》の上りて暇《いとま》申しけり,高浜虚子,五百句,17,True,秋,1.0,True,True
山間の霧の小村に人と成る,山間《やまあい》の霧の小村に人と成る,高浜虚子,五百句,19,False,秋,0.6,False,True
顔よせて人話し居る夜霧かな,顔よせて人話し居る夜霧かな,高浜虚子,五百句,19,False,秋,0.7,False,True
描初の壺に仲秋の句を題す,描初《かきぞめ》の壺《つぼ》に仲秋の句を題す,高浜虚子,五百句,19,False,秋,0.6,False,True
つく羽子の静に高し誰やらん,つく羽子《ばね》の静に高し誰《たれ》やらん,高浜虚子,五百句,16,False,,0.7,False,False
襟巻の狐の顔は別に在り,襟巻《えりまき》の狐《きつね》の顔は別に在《あ》り,高浜虚子,五百句,17,True,,0.8,False,False
凍蝶の己が魂追うて飛ぶ,凍蝶《いてちょう》の己《おの》が魂追うて飛ぶ,高浜虚子,五百句,17,True,春,0.9,False,False
雪解くるささやき滋し小笹原,雪解くるささやき滋《しげ》し小笹原《おざさはら》,高浜虚子,五百句,18,False,冬,0.7,False,False
紅梅の莟は固し言はず,紅梅の莟《つぼみ》は固し言《ものい》はず,高浜虚子,五百句,17,True,春,0.9,False,False
鴨の嘴よりたら／＼と春の泥,鴨《かも》の嘴《はし》よりたら／＼と春の泥《どろ》,高浜虚子,五百句,15,False,春,0.6,False,False
立ちならぶ辛夷の莟行く如し,立ちならぶ辛夷《こぶし》の莟行く如し,高浜虚子,五百句,18,False,,0.7,False,False
鶯や御幸の輿もゆるめけん,鶯や御幸《みゆき》の輿《こし》もゆるめけん,高浜虚子,五百句,15,False,春,0.6,False,False
子の日する昔の人のあらまほし,子《ね》の日する昔の人のあらまほし,高浜虚子,五百句,17,True,,0.9,False,False
風鈴の音に住ひをる女かな,風鈴の音《ね》に住《すま》ひをる女かな,高浜虚子,五百句,16,False,,0.7,False,False
燈台は低く霧笛は峙てり,燈台は低く霧笛は峙《そばだ》てり,高浜虚子,五百句,18,False,秋,0.7,False,True
一筋の煙草のけむり夜学かな,一筋の煙草《たばこ》のけむり夜学かな,高浜虚子,五百句,18,False,,0.7,False,False
加藤洲の大百姓の夜長かな,加藤洲《かとうす》の大百姓《おおびゃくしょう》の夜長《よなが》かな,高浜虚子,五百句,17,True,,0.9,False,False
倏忽に時は過ぎ行く秋の雨,倏忽《しゅっこつ》に時は過ぎ行く秋の雨,高浜虚子,五百句,19,False,秋,0.6,False,True
秋の蝶黄色が白にさめけらし,秋の蝶黄色が白にさめけらし,高浜虚子,五百句,18,False,春,0.7999999999999999,False,False
来るとはや帰り支度や日短,来るとはや帰り支度《じたく》や日短,高浜虚子,五百句,17,True,,0.8,False,False
来る人に我は行く人慈善鍋,来る人に我は行く人慈善鍋《じぜんなべ》,高浜虚子,五百句,17,True,,0.8,False,False
雑炊に非力ながらも笑ひけり,雑炊《ぞうすい》に非力ながらも笑ひけり,高浜虚子,五百句,18,False,,0.7,False,False
焼芋がこぼれて田舎源氏かな,焼芋がこぼれて田舎源氏《いなかげんじ》かな,高浜虚子,五百句,17,True,,0.9,False,False
白雲と冬木と終にかかはらず,白雲《はくうん》と冬木と終《つい》にかかはらず,高浜虚子,五百句,18,False,冬,0.7,False,False
かくれ家をかいま見すれば雛飾る,かくれ家をかいま見すれば雛《ひな》飾る,高浜虚子,五百句,19,False,春,0.6,False,False
事務多忙頭を上げて春惜む,事務多忙頭を上げて春惜《おし》む,高浜虚子,五百句,18,False,春,0.7,False,False
一々の芥子に嚢や雲の峰,一々の芥子《けし》に嚢《ふくろ》や雲の峰,高浜虚子,五百句,17,True,,0.8,False,False
玉虫の光残して飛びにけり,玉虫の光残して飛びにけり,高浜虚子,五百句,17,True,秋,1.0,False,True
水飯に味噌を落して濁しけり,水飯《すいはん》に味噌《みそ》を落して濁しけり,高浜虚子,五百句,17,True,,0.9,False,False
黒揚羽花魁草にかけり来る,黒揚羽《くろあげは》花魁草《おいらんそう》にかけり来る,高浜虚子,五百句,18,False,,0.6,False,False
何となく人に親しや初嵐,何となく人に親しや初嵐《はつあらし》,高浜虚子,五百句,17,True,,0.8,False,False
よべの時化最も萩をいためしか,よべの時化《しけ》最も萩をいためしか,高浜虚子,五百句,16,False,秋,0.7999999999999999,False,True
大いなるものが過ぎ行く野分かな,大いなるものが過ぎ行く野分《のわき》かな,高浜虚子,五百句,19,False,,0.6,False,False
古の月あり舞の静なし,古《いにしえ》の月あり舞の静《しずか》なし,高浜虚子,五百句,17,True,秋,1.0,True,True
秋風や何の煙か藪にしむ,秋風や何の煙か藪《やぶ》にしむ,高浜虚子,五百句,16,False,秋,0.7,False,True
神近き大提灯や初詣,神近き大提灯《おおぢょうちん》や初詣《はつもうで》,高浜虚子,五百句,17,True,,0.8,False,False
巫女舞をすかせ給ひて神の春,巫女舞《みこまい》をすかせ給ひて神の春,高浜虚子,五百句,17,True,春,0.9,False,False
藪入の田舎の月の明るさよ,藪入《やぶいり》の田舎の月の明るさよ,高浜虚子,五百句,18,False,秋,0.7999999999999999,True,True
里方の葵の紋や雛の幕,里方《さとかた》の葵《あおい》の紋や雛《ひな》の幕,高浜虚子,五百句,17,True,春,0.9,False,False
園丁の指に従ふ春の土,園丁の指に従ふ春の土,高浜虚子,五百句,16,False,春,0.7,False,False
椿先づ揺れて見せたる春の風,椿《つばき》先《ま》づ揺れて見せたる春の風,高浜虚子,五百句,19,False,春,0.6,False,False
船の出るまで花隈の朧月,船の出るまで花隈《はなくま》の朧月《おぼろづき》,高浜虚子,五百句,18,False,秋,0.7,True,True
道のべに阿波の遍路の墓あはれ,道のべに阿波《あわ》の遍路の墓あはれ,高浜虚子,五百句,18,False,,0.7,False,False
秋篠はげんげの畦に仏かな,秋篠《あきしの》はげんげの畦《あぜ》に仏かな,高浜虚子,五百句,16,False,秋,0.7999999999999999,False,True
の音ゆるく太しや行々子,《かじ》の音ゆるく太しや行々子《ぎょうぎょうし》,高浜虚子,五百句,17,True,,0.8,False,False
吹きつけて痩せたる人や夏羽織,吹きつけて痩《や》せたる人や夏羽織,高浜虚子,五百句,19,False,夏,0.6,False,False
山の蝶飛んで乾くや宿浴衣,山の蝶飛んで乾《かわ》くや宿浴衣《やどゆかた》,高浜虚子,五百句,18,False,春,0.7,False,False
かわ／＼と大きくゆるく寒鴉,かわ／＼と大きくゆるく寒鴉《かんがらす》,高浜虚子,五百句,15,False,冬,0.6,False,False
大空に羽子の白妙とどまれり,大空に羽子《はね》の白妙とどまれり,高浜虚子,五百句,17,True,,0.8,False,False
観音は近づきやすし除夜詣,観音は近づきやすし除夜詣《じょやもうで》,高浜虚子,五百句,17,True,,0.8,False,False
枯れ果てしものの中なる藤袴,枯れ果てしものの中なる藤袴《ふじばかま》,高浜虚子,五百五十句,19,False,冬,0.6,False,False
物売も佇む人も神の春,物売も佇《たたず》む人も神の春,高浜虚子,五百五十句,17,True,春,0.9,False,False
枯荻に添ひ立てば我幽なり,枯荻《かれおぎ》に添ひ立てば我幽《かすか》なり,高浜虚子,五百五十句,17,True,冬,1.0,False,False
渋引きしごと喉強し寒稽古,渋引きしごと喉《のど》強し寒稽古《かんげいこ》,高浜虚子,五百五十句,18,False,冬,0.7,False,False
古綿子著のみ著のまゝ鹿島立,古綿子《ふるわたこ》著《き》のみ著のまゝ鹿島立《かしまだち》,高浜虚子,五百五十句,17,True,,0.8,False,False
我心春潮にありいざ行かむ,我心春潮にありいざ行かむ,高浜虚子,五百五十句,17,True,春,0.9,False,False
日本を去るにのぞみて梅十句,日本《にっぽん》を去るにのぞみて梅十句,高浜虚子,五百五十句,19,False,春,0.6,False,False
春潮や窓一杯のローリング,春潮や窓一杯のローリング,高浜虚子,五百五十句,16,False,春,0.7,False,False
著飾りて馬来女の跣足かな,著飾《きかざ》りて馬来《マレー》女の跣足《はだし》かな,高浜虚子,五百五十句,19,False,,0.6,False,False
稲妻のするスマトラを左舷に見,稲妻のするスマトラを左舷《さげん》に見,高浜虚子,五百五十句,18,False,秋,0.7,False,True
宝石の大塊のごと春の雲,宝石の大塊のごと春の雲,高浜虚子,五百五十句,17,True,春,0.9,False,False
舟橋を渡れば梨花のコブレンツ,舟橋を渡れば梨花《りか》のコブレンツ,高浜虚子,五百五十句,17,True,,0.8,False,False
四月二十一日　ライン河。,四月二十一日　ライン河。,高浜虚子,五百五十句,17,True,秋,0.9,True,True
望楼ある山の上まで耕され,望楼《ぼうろう》ある山の上まで耕され,高浜虚子,五百五十句,17,True,,0.9,False,False
春風や柱像屋根を支へたる,春風や柱像屋根を支《ささ》へたる,高浜虚子,五百五十句,19,False,春,0.6,False,False
春の寺パイプオルガン鳴り渡る,春の寺パイプオルガン鳴り渡る,高浜虚子,五百五十句,18,False,春,0.7,False,False
売家を買はんかと思ふ春の旅,売家を買はんかと思ふ春の旅,高浜虚子,五百五十句,19,False,春,0.6,False,False
躄の妻を車に花に曳く,躄《あしなえ》の妻を車に花に曳《ひ》く,高浜虚子,五百五十句,16,False,,0.6,False,False
日本の花の提灯ともるもと,日本《にっぽん》の花の提灯《ちょうちん》ともるもと,高浜虚子,五百五十句,17,True,,0.8,False,False
ハンカチの蝶と細りて尚振れる,ハンカチの蝶と細りて尚《なお》振れる,高浜虚子,五百五十句,18,False,春,0.7,False,False
熱帯の海は日を呑み終りたる,熱帯の海は日を呑《の》み終りたる,高浜虚子,五百五十句,18,False,,0.6,False,False
亘りたるリオ群島は屏風なす,亘《わた》りたるリオ群島は屏風《びょうぶ》なす,高浜虚子,五百五十句,17,True,,0.8,False,False
船涼し左右に迎ふる対馬壱岐,船涼し左右《そう》に迎ふる対馬《つしま》壱岐《いき》,高浜虚子,五百五十句,17,True,,0.8,False,False
夏潮を蹶つて戻りて陸に立つ,夏潮を蹶《け》つて戻りて陸《くが》に立つ,高浜虚子,五百五十句,18,False,夏,0.7999999999999999,False,False
濁り鮒腹をかへして沈みけり,濁り鮒《ぶな》腹をかへして沈みけり,高浜虚子,五百五十句,17,True,,0.9,False,False
蠅よけもかぶせて猫は猫板に,蠅《はえ》よけもかぶせて猫は猫板に,高浜虚子,五百五十句,17,True,,0.8,False,False
我が前に夏木夏草動き来る,我《わ》が前に夏木夏草動き来る,高浜虚子,五百五十句,19,False,夏,0.6,False,False
月青くかゝる極暑の夜の町,月青くかゝる極暑《ごくしょ》の夜の町,高浜虚子,五百五十句,16,False,秋,0.7,True,True
航海やよるひるとなき雲の峰,航海やよるひるとなき雲の峰,高浜虚子,五百五十句,17,True,,0.8,False,False
眉目よしといふにあらねど紺浴衣,眉目《みめ》よしといふにあらねど紺浴衣《こんゆかた》,高浜虚子,五百五十句,17,True,,0.8,False,False
麻の中雨すい／＼と見ゆるかな,麻の中雨すい／＼と見ゆるかな,高浜虚子,五百五十句,16,False,,0.7,False,False
秋の浪蹶立て帰りし船ぞこれ,秋の浪蹶立《けた》て帰りし船ぞこれ,高浜虚子,五百五十句,15,False,秋,0.7,False,True
俳諧の忌日は多し萩の露,俳諧の忌日《きじつ》は多し萩の露,高浜虚子,五百五十句,17,True,秋,0.9,False,True
秋の風衣と膚吹き分つ,秋の風衣と膚《はだえ》吹き分つ,高浜虚子,五百五十句,17,True,秋,1.0,False,True
一夜明けて忽ち秋の扇かな,一夜明けて忽《たちま》ち秋の扇かな,高浜虚子,五百五十句,19,False,秋,0.7,False,True
よく見たる秋の扇のまづしき絵,よく見たる秋の扇のまづしき絵,高浜虚子,五百五十句,18,False,秋,0.7,False,True
庭石に蚊遣置かしめ端居かな,庭石に蚊遣《かやり》置かしめ端居《はしい》かな,高浜虚子,五百五十句,18,False,夏,0.7999999999999999,False,False
つくばひに廻り燈籠の灯影かな,つくばひに廻《まわ》り燈籠《どうろ》の灯影《ほかげ》かな,高浜虚子,五百五十句,17,True,,0.9,False,False
命かけて芋虫憎む女かな,命かけて芋虫憎む女かな,高浜虚子,五百五十句,16,False,秋,0.7999999999999999,False,True
秋袷身を引締めて稽古事,秋袷《あきあわせ》身を引締めて稽古事《けいこごと》,高浜虚子,五百五十句,19,False,秋,0.6,False,True
九月十七日　京都一泊。,九月十七日　京都一泊。,高浜虚子,五百五十句,18,False,秋,0.7,True,True
欄干によりて無月の隅田川,欄干によりて無月の隅田川《すみだがわ》,高浜虚子,五百五十句,18,False,秋,0.7,True,True
我が息を吹きとゞめたる野分かな,我が息を吹きとゞめたる野分《のわき》かな,高浜虚子,五百五十句,18,False,,0.7,False,False
椀ほどの竹生島見え秋日和,椀《わん》ほどの竹生島《ちくぶしま》見え秋日和《あきびより》,高浜虚子,五百五十句,18,False,秋,0.7,False,True
茸山の少し曇れば物淋し,茸山《たけやま》の少し曇れば物淋《ものさび》し,高浜虚子,五百五十句,17,True,,0.9,False,False
翡翠の紅一点につゞまりぬ,翡翠《かわせみ》の紅一点につゞまりぬ,高浜虚子,五百五十句,16,False,,0.7,False,False
秋の水木曾川といふ名にし負ふ,秋の水木曾川といふ名《な》にし負《お》ふ,高浜虚子,五百五十句,19,False,秋,0.6,False,True
掛稲に山又山の飛騨路かな,掛稲《かけいね》に山又山の飛騨路《ひだじ》かな,高浜虚子,五百五十句,17,True,秋,1.0,False,True
今の世も月明かに百年忌,今の世も月明《あきら》かに百年忌,高浜虚子,五百五十句,17,True,秋,0.9,True,True
叡山の秋深かりし思ひ出で,叡山《えいざん》の秋深かりし思ひ出で,高浜虚子,五百五十句,18,False,秋,0.7,False,True
雪の暮茶の時頼に句の常世,雪の暮茶の時頼《ときより》に句の常世《つねよ》,高浜虚子,五百五十句,19,False,冬,0.6,False,False
焚火消え一夜の宿の主なし,焚火《たきび》消え一夜の宿の主《あるじ》なし,高浜虚子,五百五十句,19,False,,0.6,False,False
枯芭蕉棒もたしかけありにけり,枯芭蕉棒もたしかけありにけり,高浜虚子,五百五十句,18,False,冬,0.7999999999999999,False,False
日ねもすの風花淋しからざるや,日ねもすの風花《かざはな》淋しからざるや,高浜虚子,五百五十句,18,False,,0.7,False,False
春著の妓右の袂に左の手,春著《はるぎ》の妓《こ》右の袂《たもと》に左の手,高浜虚子,五百五十句,17,True,春,0.9,False,False
七草に更に嫁菜を加へけり,七草に更に嫁菜《よめな》を加へけり,高浜虚子,五百五十句,17,True,,0.9,False,False
双六に負けおとなしく美しく,双六《すごろく》に負けおとなしく美しく,高浜虚子,五百五十句,17,True,,0.8,False,False
太陽を礼讃してぞ日向ぼこ,太陽を礼讃《らいさん》してぞ日向《ひなた》ぼこ,高浜虚子,五百五十句,17,True,,0.8,False,False
マスクして我と汝でありしかな,マスクして我と汝《なんじ》でありしかな,高浜虚子,五百五十句,17,True,,0.9,False,False
羽ひらきたるまゝ流れ寒鴉,羽ひらきたるまゝ流れ寒鴉《かんがらす》,高浜虚子,五百五十句,16,False,冬,0.7,False,False
鳴くたびに枝踏みゆるゝ寒鴉,鳴くたびに枝踏みゆるゝ寒鴉,高浜虚子,五百五十句,17,True,冬,0.9,False,False
そのまゝに君紅梅の下に立て,そのまゝに君紅梅の下に立て,高浜虚子,五百五十句,17,True,春,0.9,False,False
客ありて梅の軒端の茶の煙,客ありて梅の軒端《のきば》の茶の煙,高浜虚子,五百五十句,17,True,春,0.9,False,False
御霊屋に枝垂梅あり君知るや,御霊屋《おたまや》に枝垂梅《しだれうめ》あり君知るや,高浜虚子,五百五十句,18,False,春,0.7999999999999999,False,False
かりそめの情は仇よ春寒し,かりそめの情は仇《あだ》よ春寒し,高浜虚子,五百五十句,16,False,春,0.7999999999999999,False,False
雛の顔鼻無きがごとつる／＼と,雛《ひな》の顔鼻無きがごとつる／＼と,高浜虚子,五百五十句,16,False,春,0.7,False,False
一枚の葉の凛として挿木かな,一枚の葉の凛《りん》として挿木《さしき》かな,高浜虚子,五百五十句,18,False,,0.7,False,False
雨晴れておほどかなるや春の空,雨晴れておほどかなるや春の空,高浜虚子,五百五十句,18,False,春,0.7,False,False
三月十四日　謡句会。,三月十四日　謡句会。,高浜虚子,五百五十句,16,False,秋,0.7,True,True
たとふれば独楽のはぢける如くなり,たとふれば独楽《こま》のはぢける如くなり,高浜虚子,五百五十句,17,True,,0.9,False,False
婢下僕走り出迎へ花の荘,婢《ひ》下僕《げぼく》走り出迎へ花の荘,高浜虚子,五百五十句,17,True,,0.8,False,False
幹太く大いなるかな家桜,幹太く大いなるかな家桜《いえざくら》,高浜虚子,五百五十句,17,True,春,0.9,False,False
花の如く月の如くにもてなさん,花の如く月の如くにもてなさん,高浜虚子,五百五十句,18,False,秋,0.7,True,True
折の蓋取れば圧されて柏餅,折の蓋《ふた》取れば圧《お》されて柏餅《かしわもち》,高浜虚子,五百五十句,18,False,冬,0.7,False,False
馬酔木折つて髪に翳せば昔めき,馬酔木《あせび》折つて髪に翳《かざ》せば昔めき,高浜虚子,五百五十句,18,False,,0.6,False,False
麦の穂の出揃ふ頃のすが／＼し,麦の穂の出揃《でそろ》ふ頃のすが／＼し,高浜虚子,五百五十句,16,False,,0.7,False,False
鯖の旬即ちこれを食ひにけり,鯖《さば》の旬《しゅん》即ちこれを食ひにけり,高浜虚子,五百五十句,17,True,,0.9,False,False
此宿はのぞく日輪さへも黴び,此宿はのぞく日輪《にちりん》さへも黴《か》び,高浜虚子,五百五十句,17,True,,0.8,False,False
たゝみ来る浮葉の波のたえまなく,たゝみ来る浮葉《うきは》の波のたえまなく,高浜虚子,五百五十句,17,True,,0.8,False,False
見るうちに薔薇たわ／＼と散り積る,見るうちに薔薇《ばら》たわ／＼と散り積る,高浜虚子,五百五十句,17,True,,0.8,False,False
急がしく煽ぐ団扇の紅は浮く,急《いそ》がしく煽《あお》ぐ団扇《うちわ》の紅は浮く,高浜虚子,五百五十句,18,False,,0.6,False,False
昂然と泰山木の花に立つ,昂然《こうぜん》と泰山木《たいさんぼく》の花に立つ,高浜虚子,五百五十句,18,False,,0.7,False,False
玉虫の光を引きて飛びにけり,玉虫の光を引きて飛びにけり,高浜虚子,五百五十句,18,False,秋,0.7999999999999999,False,True
三等待合昼寝の男起き上り,三等待合《まちあい》昼寝の男起き上り,高浜虚子,五百五十句,17,True,,0.8,False,False
肌ぬぎし如く衣紋をいなしをり,肌ぬぎし如く衣紋《えもん》をいなしをり,高浜虚子,五百五十句,17,True,,0.8,False,False
